Role,RoleDescription,CapabilityId,CapName,CapabilitiyGroupName,ComponentName
Task Manager: Task Administration,Provides functionality related to administrative activities for all tasks.,taskTermination,Terminate Tasks,Task Lifecycle,Task Manager
Task Manager: Task Administration,Provides functionality related to administrative activities for all tasks.,taskManagement,Manage Tasks,Process Management,Task Manager
Task Manager: Task Management,Provides functionality related to interacting with active tasks.,ViewApplication,View Application,Operation,Task Manager
Task Manager: Task Management,Provides functionality related to interacting with active tasks.,taskManagement,Manage Tasks,Process Management,Task Manager
Task Manager: Task Management,Provides functionality related to interacting with active tasks.,taskInitiation,Initiate Tasks,Task Lifecycle,Task Manager
Task Manager: Task View,Provides functionality related to viewing active tasks.,ViewApplication,View Application,Operation,Task Manager
Theme Designer: Administration,Provides Theme Designer administration capabilities.,UseHTMLThemeDesigner,Customize HTML Themes,Basic,Theme Designer
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromAster,Import from Aster,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,DistributeReports,Distribute Reports,Advanced,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromTeradata,Import from Teradata,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportSASDataSetsFromServer,Import SAS Data Sets from a Server,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromNetezza,Import from Netezza,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromMySQL,Import from MySQL,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromGreenplum,Import from Greenplum,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromFacebook,Import from Facebook,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromSalesforce,Import from Salesforce,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromPivotalHD,Import from Pivotal HD,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromPivotalHAWQ,Import from Pivotal HAWQ,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromODBC,Import from ODBC,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromGoogleAnalytics,Import from Google Analytics,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportandLoadData,Import and Load Data,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ManageEnvironment,Manage Environment,Advanced,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromVertica,Import from Vertica,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromSQLServer,Import from SQL Server,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromCloudera,Import from Cloudera,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromPostgreSQL,Import from PostgreSQL,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromDB2,Import from DB2,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ManageMobileDevices,Manage Mobile Devices,Advanced,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromTwitter,Import from Twitter,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromOracle,Import from Oracle,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromHortonworks,Import from Hortonworks,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromClouderaImpala,Import from Cloudera Impala,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromBigInsights,Import from BigInsights,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportLocalFiles,Import Local Files,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromSAPHANA,Import from SAP HANA,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Administration,Provides administrative capabilities in the Visual Analytics suite.,ImportFromMapR,Import from MapR,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromDB2,Import from DB2,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromSalesforce,Import from Salesforce,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromClouderaImpala,Import from Cloudera Impala,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromCloudera,Import from Cloudera,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportandLoadData,Import and Load Data,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromPostgreSQL,Import from PostgreSQL,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromPivotalHD,Import from Pivotal HD,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromPivotalHAWQ,Import from Pivotal HAWQ,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromOracle,Import from Oracle,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromMapR,Import from MapR,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromBigInsights,Import from BigInsights,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportSASDataSetsFromServer,Import SAS Data Sets from a Server,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",DistributeReports,Distribute Reports,Advanced,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromSQLServer,Import from SQL Server,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromMySQL,Import from MySQL,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromGoogleAnalytics,Import from Google Analytics,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromODBC,Import from ODBC,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromFacebook,Import from Facebook,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromVertica,Import from Vertica,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromSAPHANA,Import from SAP HANA,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromGreenplum,Import from Greenplum,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromTwitter,Import from Twitter,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromTeradata,Import from Teradata,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromAster,Import from Aster,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportLocalFiles,Import Local Files,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromHortonworks,Import from Hortonworks,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Analysis,"If SAS Visual Statistics is licensed, provides the Build Analytical Model capability.",ImportFromNetezza,Import from Netezza,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Data Building,Provides data preparation capabilities in the Visual Analytics suite.,ImportFromPivotalHAWQ,Import from Pivotal HAWQ,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Data Building,Provides data preparation capabilities in the Visual Analytics suite.,ImportFromVertica,Import from Vertica,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Data Building,Provides data preparation capabilities in the Visual Analytics suite.,ImportFromCloudera,Import from Cloudera,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Data Building,Provides data preparation capabilities in the Visual Analytics suite.,ImportFromOracle,Import from Oracle,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Data Building,Provides data preparation capabilities in the Visual Analytics suite.,ImportFromBigInsights,Import from BigInsights,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Data Building,Provides data preparation capabilities in the Visual Analytics suite.,ImportFromGreenplum,Import from Greenplum,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Data Building,Provides data preparation capabilities in the Visual Analytics suite.,ImportFromPostgreSQL,Import from PostgreSQL,Self-Service Import,Visual Analytics 7.5
Visual Analytics: Data Building,Provides data preparation capabilities in the Visual Analytics suite.,ImportFromSAPHANA,Import from SAP HANA,Self-Service Import,Visual Analytics 7.5
